id,sku,name,description,current_price,current_stock,status,creation_date,last_update
1212,GAM-HYP-01212-X673,HyperX Teclado mecánico Prime X673 TKL,"Teclado mecánico HyperX, modelo X673, versión TKL, acabado blanco; característica principal: switch mecánico. Producto para uso doméstico, académico o profesional según la categoría.",1079.9,81,1,17/04/2026 03:17,18/08/2026 18:30
1213,GAM-STE-01213-J382,SteelSeries Teclado mecánico Pro J382 Full Size,"Teclado mecánico SteelSeries, modelo J382, versión Full Size, acabado gris; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",2110,60,1,08/05/2023 21:37,26/06/2023 23:09
1214,RED-NET-01214-E645,Netgear Punto de acceso Connect E645 Pro,"Punto de acceso Netgear, modelo E645, versión Pro, acabado gris; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",2150,40,1,16/10/2022 09:51,12/10/2025 19:53
1215,ACC-BEL-01215-L741,Belkin Cargador USB-C Select L741 65 W,"Cargador USB-C Belkin, modelo L741, versión 65 W, acabado gris; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",2469.9,0,0,10/04/2023 13:48,21/06/2023 22:05
1216,HOG-T-F-01216-T208,T-fal Licuadora Select T208 1.5 L,"Licuadora T-fal, modelo T208, versión 1.5 L, acabado plata; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",1279.9,2,0,30/10/2023 23:21,25/12/2023 17:27
1217,OFI-BRO-01217-H939,Brother Teclado Max H939 K120,"Teclado Brother, modelo H939, versión K120, acabado blanco; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",3000,31,1,17/08/2024 23:46,08/12/2025 19:31
1218,AUD-LOG-01218-N427,Logitech Bocina portátil Smart N427 Go,"Bocina portátil Logitech, modelo N427, versión Go, acabado negro; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",5130,77,1,04/01/2023 15:15,02/12/2023 01:19
1219,ALM-ADA-01219-T104,ADATA Memoria USB Essential T104 64 GB,"Memoria USB ADATA, modelo T104, versión 64 GB, acabado azul; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",530,1,1,14/08/2021 13:51,13/09/2025 05:43
1220,ACC-LOG-01220-Q595,Logitech Cargador USB-C Pro Q595 45 W,"Cargador USB-C Logitech, modelo Q595, versión 45 W, acabado blanco; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",2300,49,1,18/01/2023 11:56,20/08/2026 18:47
1221,GAM-STE-01221-D589,SteelSeries Headset gaming Connect D589 Pro,"Headset gaming SteelSeries, modelo D589, versión Pro, acabado azul; característica principal: micrófono desmontable. Producto para uso doméstico, académico o profesional según la categoría.",2289.9,41,1,29/10/2023 08:29,16/01/2025 16:47
1222,HOG-T-F-01222-C443,T-fal Aspiradora Prime C443 Cyclone,"Aspiradora T-fal, modelo C443, versión Cyclone, acabado plata; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",6859.9,49,1,21/08/2024 03:47,08/01/2026 16:47
1223,ACC-BEL-01223-E330,Belkin Hub USB-C Essential E330 9 en 1,"Hub USB-C Belkin, modelo E330, versión 9 en 1, acabado azul; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",1020,12,1,08/05/2026 23:11,07/09/2026 14:08
1224,ELE-SAM-01224-C974,Samsung Smart TV Essential C974 65,"Smart TV Samsung, modelo C974, versión 65, acabado blanco; característica principal: QLED. Producto para uso doméstico, académico o profesional según la categoría.",9659.9,57,1,29/05/2024 14:08,27/06/2024 02:10
1225,AUD-ANK-01225-M159,Anker Audífonos inalámbricos Essential M159 Plus,"Audífonos inalámbricos Anker, modelo M159, versión Plus, acabado azul; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",10130,74,1,18/07/2021 10:06,05/08/2022 06:09
1226,MOV-OPP-01226-T580,OPPO Batería portátil Ultra T580 10000 mAh,"Batería portátil OPPO, modelo T580, versión 10000 mAh, acabado negro; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",20370,100,1,19/06/2024 20:39,18/08/2025 02:06
1227,ELE-HP-01227-M426,HP Tablet Select M426 8,"Tablet HP, modelo M426, versión 8, acabado blanco; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",10379.9,0,1,21/08/2024 01:23,14/10/2025 08:14
1228,HOG-T-F-01228-V178,T-fal Freidora de aire Connect V178 5 L,"Freidora de aire T-fal, modelo V178, versión 5 L, acabado blanco; característica principal: 8 programas. Producto para uso doméstico, académico o profesional según la categoría.",2750,89,1,05/09/2025 16:30,01/11/2025 20:48
1229,MOV-SAM-01229-Y238,Samsung Batería portátil Advance Y238 20000 mAh,"Batería portátil Samsung, modelo Y238, versión 20000 mAh, acabado azul; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",6909.9,36,1,27/05/2022 06:31,13/04/2023 15:51
1230,OFI-EPS-01230-P847,Epson Trituradora de papel Ultra P847 10 hojas,"Trituradora de papel Epson, modelo P847, versión 10 hojas, acabado negro; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",5709.9,40,1,20/03/2021 09:35,20/05/2024 13:31
1231,HOG-OST-01231-A553,Oster Cafetera Smart A553 6 tazas,"Cafetera Oster, modelo A553, versión 6 tazas, acabado blanco; característica principal: apagado automático. Producto para uso doméstico, académico o profesional según la categoría.",1650,46,1,14/07/2026 21:35,28/07/2026 14:06
1232,OFI-EPS-01232-A210,Epson Mouse Plus A210 M170,"Mouse Epson, modelo A210, versión M170, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",9589.9,29,1,18/01/2026 20:50,09/08/2026 03:30
1233,RED-UBI-01233-X721,Ubiquiti Switch de red Ultra X721 16 puertos,"Switch de red Ubiquiti, modelo X721, versión 16 puertos, acabado plata; característica principal: no administrable. Producto para uso doméstico, académico o profesional según la categoría.",6380,18,1,07/02/2024 13:53,27/11/2025 01:14
1234,RED-TP--01234-K554,TP-Link Router Wi-Fi Connect K554 AX1800,"Router Wi-Fi TP-Link, modelo K554, versión AX1800, acabado negro; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",1889.9,67,1,23/02/2023 09:43,11/09/2025 15:32
1235,OFI-BRO-01235-S410,Brother Mouse Max S410 M170,"Mouse Brother, modelo S410, versión M170, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",3320,56,1,16/08/2025 02:42,06/12/2025 14:17
1236,GAM-ASU-01236-K427,ASUS ROG Teclado mecánico Prime K427 TKL,"Teclado mecánico ASUS ROG, modelo K427, versión TKL, acabado blanco; característica principal: anti-ghosting. Producto para uso doméstico, académico o profesional según la categoría.",5739.9,92,1,20/06/2021 12:19,18/08/2025 02:58
1237,HOG-TAU-01237-X766,Taurus Cafetera Max X766 10 tazas,"Cafetera Taurus, modelo X766, versión 10 tazas, acabado blanco; característica principal: programable. Producto para uso doméstico, académico o profesional según la categoría.",3370,94,1,24/05/2026 10:08,21/07/2026 16:27
1238,MOV-MOT-01238-B259,Motorola Batería portátil Prime B259 20000 mAh,"Batería portátil Motorola, modelo B259, versión 20000 mAh, acabado gris; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",23780,15,1,15/06/2021 15:58,20/01/2023 05:55
1239,ACC-XIA-01239-M604,Xiaomi Cable USB-C Plus M604 1 m,"Cable USB-C Xiaomi, modelo M604, versión 1 m, acabado negro; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",3160,43,1,27/07/2025 07:34,24/09/2025 17:11
1240,MOV-MOT-01240-Q360,Motorola Batería portátil Connect Q360 25000 mAh,"Batería portátil Motorola, modelo Q360, versión 25000 mAh, acabado negro; característica principal: indicador digital. Producto para uso doméstico, académico o profesional según la categoría.",7649.9,0,0,29/12/2023 17:45,22/03/2026 22:09
1241,AUD-ANK-01241-N583,Anker Bocina portátil Max N583 Mini,"Bocina portátil Anker, modelo N583, versión Mini, acabado blanco; característica principal: IP67. Producto para uso doméstico, académico o profesional según la categoría.",6210,30,1,30/08/2025 20:12,13/10/2025 21:44
1242,OFI-HP-01242-C519,HP Impresora multifuncional Prime C519 Ink,"Impresora multifuncional HP, modelo C519, versión Ink, acabado plata; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",1910,57,1,05/03/2024 23:42,25/03/2026 15:30
1243,HOG-KOB-01243-X927,Koblenz Aspiradora Plus X927 Power,"Aspiradora Koblenz, modelo X927, versión Power, acabado blanco; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",639.9,64,1,27/01/2021 17:12,03/03/2025 10:48
1244,RED-TEN-01244-H281,Tenda Router Wi-Fi Plus H281 AC1200,"Router Wi-Fi Tenda, modelo H281, versión AC1200, acabado blanco; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",8580,37,1,06/04/2021 16:37,14/06/2021 20:15
1245,ENE-ENE-01245-N876,Energizer No-break UPS Plus N876 600 VA,"No-break UPS Energizer, modelo N876, versión 600 VA, acabado plata; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",2559.9,59,1,20/05/2024 03:37,12/07/2024 13:06
1246,HOG-WHI-01246-Q498,Whirlpool Licuadora Smart Q498 1.25 L,"Licuadora Whirlpool, modelo Q498, versión 1.25 L, acabado negro; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",5550,60,1,02/07/2025 22:16,19/07/2025 22:11
1247,ACC-GEN-01247-Z344,Genius Cable USB-C Max Z344 1.5 m,"Cable USB-C Genius, modelo Z344, versión 1.5 m, acabado plata; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",1100,0,1,26/04/2024 11:28,04/10/2024 21:54
1248,AUD-BOS-01248-L400,Bose Audífonos inalámbricos Essential L400 Pro,"Audífonos inalámbricos Bose, modelo L400, versión Pro, acabado blanco; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",7569.9,11,1,16/05/2023 09:20,15/05/2026 14:13
1249,OFI-LOG-01249-K122,Logitech Mouse Smart K122 M90,"Mouse Logitech, modelo K122, versión M90, acabado blanco; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",7870,0,0,28/12/2024 16:47,30/12/2025 06:47
1250,ACC-LOG-01250-R167,Logitech Cable USB-C Plus R167 1 m,"Cable USB-C Logitech, modelo R167, versión 1 m, acabado blanco; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",2429.9,51,1,20/03/2021 02:51,07/07/2021 07:46
1251,ACC-XIA-01251-R443,Xiaomi Hub USB-C Max R443 7 en 1,"Hub USB-C Xiaomi, modelo R443, versión 7 en 1, acabado blanco; característica principal: HDMI. Producto para uso doméstico, académico o profesional según la categoría.",229.9,5,1,28/10/2024 14:42,14/02/2025 08:24
1252,HOG-WHI-01252-R423,Whirlpool Aspiradora Advance R423 Power,"Aspiradora Whirlpool, modelo R423, versión Power, acabado gris; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",7680,0,0,24/09/2022 02:11,18/04/2023 08:57
1253,RED-D-L-01253-F842,D-Link Router Wi-Fi Pro F842 AX3000,"Router Wi-Fi D-Link, modelo F842, versión AX3000, acabado plata; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",3920,40,1,08/10/2021 04:39,21/12/2021 23:31
1254,OFI-EPS-01254-P736,Epson Teclado Plus P736 Slim,"Teclado Epson, modelo P736, versión Slim, acabado negro; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",4550,33,1,05/04/2025 19:51,10/05/2025 01:19
1255,OFI-LOG-01255-N562,Logitech Trituradora de papel Ultra N562 8 hojas,"Trituradora de papel Logitech, modelo N562, versión 8 hojas, acabado gris; característica principal: papel y tarjetas. Producto para uso doméstico, académico o profesional según la categoría.",2080,37,1,04/01/2023 11:29,19/10/2023 05:03
1256,ELE-HP-01256-N748,HP Laptop Prime N748 15.6,"Laptop HP, modelo N748, versión 15.6, acabado blanco; característica principal: AMD Ryzen 7. Producto para uso doméstico, académico o profesional según la categoría.",15970,60,1,08/10/2021 18:32,04/07/2024 14:01
1257,OFI-FEL-01257-C306,Fellowes Trituradora de papel Smart C306 12 hojas,"Trituradora de papel Fellowes, modelo C306, versión 12 hojas, acabado plata; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",6180,73,1,21/09/2025 00:33,02/03/2026 22:57
1258,MOV-XIA-01258-J752,Xiaomi Smartwatch Smart J752 Active,"Smartwatch Xiaomi, modelo J752, versión Active, acabado blanco; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",25440,46,1,10/06/2021 02:39,11/08/2024 16:26
1259,ACC-LOG-01259-V537,Logitech Cable USB-C Smart V537 1.5 m,"Cable USB-C Logitech, modelo V537, versión 1.5 m, acabado plata; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",2460,39,1,10/04/2021 11:07,03/09/2023 05:53
1260,OFI-LOG-01260-P956,Logitech Impresora multifuncional Pro P956 Eco,"Impresora multifuncional Logitech, modelo P956, versión Eco, acabado negro; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",9190,42,1,09/03/2021 05:18,15/05/2022 13:43
1261,ACC-XIA-01261-V342,Xiaomi Cargador USB-C Prime V342 45 W,"Cargador USB-C Xiaomi, modelo V342, versión 45 W, acabado negro; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",2559.9,49,1,10/02/2021 02:22,17/09/2024 09:16
1262,ACC-BAS-01262-T451,Baseus Cargador USB-C Plus T451 100 W,"Cargador USB-C Baseus, modelo T451, versión 100 W, acabado azul; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",749.9,79,1,10/11/2022 17:54,19/01/2024 21:41
1263,RED-MER-01263-M689,Mercusys Switch de red Smart M689 5 puertos,"Switch de red Mercusys, modelo M689, versión 5 puertos, acabado blanco; característica principal: no administrable. Producto para uso doméstico, académico o profesional según la categoría.",8730,11,1,10/07/2022 15:50,29/07/2025 22:03
